,Channel,Seller,Loan_Term,LTV,CLTV,Num_Borrowers,DTI,Borrower_FICO,First_Time_Buyer,Loan_Purpose,Dwelling_Type,Unit_Count,Occupancy,State,Insurance%,Mortgage_Insurance_Type,Relocation_Indicator,Current_IR,Current_UPB,Mod_Ind,Term_bins,Current_Status,Origin_Month,Origin_Year,Months_Between_First_Payment_And_Origin_Date
7978,2,19,360,80,80,1,31,769,0,0,4,1,1,4,0,0,0,5.875,264319.08,0,30,1,9,2008,2
7979,2,31,360,75,75,1,59,607,0,2,4,1,1,16,0,0,0,7.5,258594.0,0,30,1,10,2008,2
7980,1,26,360,93,93,2,49,797,0,1,4,1,1,38,25,1,0,6.875,258541.2,0,30,1,10,2008,2
7981,2,46,360,70,70,2,26,622,0,1,4,1,1,18,0,0,0,6.625,153827.2,0,30,1,10,2008,2
7982,1,19,180,77,77,1,41,722,0,2,4,1,1,45,0,0,0,5.5,66519.77,0,15,0,7,2008,0
7983,2,31,180,78,78,2,32,758,0,0,4,1,1,43,0,0,0,5.75,123912.27,0,15,1,10,2008,2
7984,2,3,192,22,22,1,8,815,0,0,4,1,1,24,0,0,0,7.0,23434.7,0,30,1,9,2008,3
7985,2,35,360,95,95,2,38,745,2,1,4,1,1,39,25,1,0,6.75,195444.61,0,30,1,10,2008,2
7986,2,46,360,52,52,2,33,758,0,0,4,1,1,35,0,0,0,6.875,200270.92,0,30,1,10,2008,2
7987,0,2,360,75,95,1,44,733,0,1,4,1,1,15,0,0,0,6.125,303547.03,0,30,1,9,2008,2
7988,2,3,240,80,80,1,47,664,0,0,4,1,1,19,0,0,0,4.625,75047.92,1,30,0,10,2008,2
7989,0,3,360,80,80,1,58,742,0,1,3,1,2,3,0,0,0,6.0,184621.43,0,30,1,8,2008,2
7990,1,31,360,80,80,2,6,788,0,0,4,1,0,47,0,0,0,7.25,183042.31,0,30,1,9,2008,2
7991,2,3,180,70,70,2,52,647,0,0,4,1,1,45,0,0,0,5.75,70118.78,1,15,2,8,2008,2
7992,1,46,180,23,23,1,38,792,0,1,4,1,1,41,0,0,0,5.5,114533.15,0,15,1,8,2008,2
7993,0,10,360,70,71,2,50,789,0,1,4,1,0,4,0,0,0,6.875,98938.97,0,30,0,9,2008,2
7994,2,46,180,47,47,2,38,699,0,0,3,1,2,4,0,0,0,5.375,109219.78,0,15,1,8,2008,2
7995,2,31,360,36,36,1,41,810,0,1,3,1,1,3,0,0,0,6.375,123569.34,0,30,1,10,2008,2
7996,2,31,180,37,37,1,39,709,0,0,4,1,1,4,0,0,0,5.5,42787.9,0,15,0,8,2008,2
7997,0,26,360,80,80,1,62,748,0,0,4,1,0,4,0,0,0,7.0,390823.63,0,30,2,8,2008,2
7998,2,3,360,90,90,1,51,713,0,1,4,1,1,9,25,1,0,6.375,138810.5,0,30,1,9,2008,2
7999,0,26,360,75,90,2,18,754,0,2,4,1,1,5,0,0,0,6.125,372000.0,0,30,1,9,2008,2
8000,1,19,360,89,89,2,30,778,0,1,4,1,1,4,17,1,0,5.75,396672.99,0,30,1,8,2008,2
8001,1,46,360,89,89,1,33,728,0,1,4,2,0,39,25,1,0,7.25,30174.85,0,30,2,7,2008,2
8002,1,16,180,65,65,2,32,716,0,0,2,1,1,1,0,0,0,6.875,59729.01,0,15,1,6,2008,2
8003,0,10,360,43,43,1,33,680,0,0,4,1,1,4,0,0,0,5.625,228942.95,0,30,1,8,2008,2
8004,1,19,360,70,70,1,49,603,0,1,4,1,1,50,0,0,0,6.875,159308.96,0,30,1,10,2008,2
8005,1,41,360,85,85,2,44,698,0,0,4,1,1,50,12,1,0,6.875,141428.97,0,30,1,9,2008,2
8006,0,2,360,76,76,1,48,637,2,1,4,1,1,32,0,0,0,7.0,370590.31,0,30,1,10,2008,2
8007,2,26,360,79,80,1,17,785,2,1,4,1,1,35,0,0,0,6.0,347070.66,0,30,1,9,2008,2
8008,2,3,360,80,80,2,58,764,0,1,3,1,0,15,0,0,0,7.125,57940.77,0,30,1,11,2008,2
8009,1,26,360,70,70,1,21,769,0,0,4,1,1,10,0,0,0,6.375,99241.49,0,30,1,8,2008,2
8010,2,31,360,90,90,1,48,738,0,1,3,1,1,45,17,1,0,6.125,191102.26,0,30,1,9,2008,2
8011,2,26,360,74,74,2,39,692,0,2,4,1,1,1,0,0,0,6.125,101208.95,0,30,1,9,2008,2
8012,2,19,336,77,77,1,40,662,0,2,4,1,1,45,0,0,0,7.375,154231.59,0,30,1,10,2008,2
8013,1,2,360,80,80,2,34,649,2,1,4,1,1,4,0,0,0,6.5,185183.12,0,30,1,8,2008,2
8014,1,26,360,94,94,1,40,782,0,1,3,1,1,45,25,1,0,6.625,115464.71,0,30,1,9,2008,2
8015,2,3,360,75,75,1,41,722,0,1,0,1,0,9,0,0,0,7.375,105081.94,0,30,1,8,2008,2
8016,2,26,180,50,50,1,43,784,0,2,4,1,1,39,0,0,0,5.75,72437.56,0,15,1,9,2008,2
8017,2,31,360,56,56,2,19,783,0,0,4,1,1,35,0,0,0,6.25,203566.8,0,30,1,9,2008,2
8018,1,26,360,80,80,1,48,796,0,1,4,1,0,9,0,0,0,7.125,59792.28,0,30,1,10,2008,2
8019,2,31,300,62,62,2,34,817,0,0,4,1,0,15,0,0,0,6.75,42512.55,0,30,1,10,2008,2
8020,2,31,360,80,80,2,42,774,0,1,4,1,1,52,0,0,0,6.5,280000.0,0,30,1,10,2008,2
8021,1,26,360,75,75,2,25,720,0,1,3,1,1,9,0,0,0,5.5,137751.66,0,30,1,8,2008,2
8022,1,10,360,80,80,2,24,711,0,0,4,1,1,10,0,0,0,6.875,219238.3,0,30,1,9,2008,2
8023,2,46,360,55,55,2,53,619,0,1,4,1,1,35,0,0,0,6.375,97346.27,0,30,1,9,2008,2
8024,2,3,360,59,59,1,43,804,0,1,0,1,1,7,0,0,0,6.625,500000.0,0,30,1,10,2008,2
8025,2,3,360,80,80,1,43,715,0,1,3,1,0,3,0,0,0,7.25,72187.83,0,30,1,8,2008,2
8026,1,26,360,80,80,1,59,746,0,1,0,1,1,15,0,0,0,6.625,302000.0,0,30,1,10,2008,2
8027,2,31,360,80,80,1,34,778,2,1,0,1,1,51,0,0,0,5.875,76788.65,0,30,1,8,2008,2
8028,0,2,180,42,42,2,50,792,0,2,4,1,1,4,0,0,0,5.625,322854.12,0,15,1,7,2008,2
8029,2,42,180,62,62,2,30,769,0,0,4,1,2,42,0,0,0,5.875,33145.62,0,15,1,10,2008,2
8030,2,46,360,51,51,1,43,793,0,2,4,1,1,47,0,0,0,5.25,144948.71,0,30,1,7,2008,2
8031,1,46,360,95,95,1,41,810,2,1,0,1,1,38,30,1,0,6.375,131880.48,0,30,1,9,2008,2
8032,0,41,360,39,39,1,53,772,0,1,3,1,1,4,0,0,0,6.75,16122.43,0,30,1,9,2008,2
8033,1,31,360,75,75,2,45,680,0,1,4,1,0,10,0,0,0,7.5,16740.98,0,30,0,8,2008,2
8034,2,35,360,83,83,1,55,799,0,1,4,1,1,47,12,2,0,6.25,229566.64,0,30,1,9,2008,1
8035,0,46,360,80,80,2,46,765,2,1,4,2,1,32,0,0,0,6.5,288612.16,0,30,1,10,2008,2
8036,2,46,180,44,44,2,25,814,0,1,3,1,1,18,0,0,1,5.375,120375.73,0,15,1,8,2008,2
8037,0,16,360,88,88,2,49,711,0,2,3,1,1,5,17,1,0,6.25,219831.55,0,30,2,8,2008,2
8038,2,10,360,80,80,2,39,778,2,1,4,1,1,4,0,0,0,5.375,535899.78,0,30,1,8,2008,2
8039,2,41,360,80,90,2,35,779,2,1,4,1,1,47,0,0,0,6.25,322647.66,0,30,1,8,2008,2
8040,1,3,360,50,50,1,58,632,0,0,4,1,1,35,0,0,0,2.0,263587.41,1,30,0,10,2008,2
8041,2,3,360,70,70,1,56,639,0,0,4,1,1,32,0,0,0,6.625,310000.0,0,30,1,10,2008,2
8042,2,31,180,55,55,2,26,760,0,0,4,1,1,20,0,0,0,5.125,186148.06,0,15,1,8,2008,3
8043,1,46,360,89,89,2,47,727,0,0,4,1,1,13,25,1,0,6.875,156159.95,0,30,1,10,2008,3
8044,1,3,360,80,85,2,17,785,0,2,4,1,2,36,0,0,0,6.5,82929.96,0,30,1,10,2008,2
8045,1,3,360,80,80,2,20,801,0,1,3,1,1,45,0,0,0,6.375,128841.63,0,30,1,8,2008,2
8046,2,31,360,95,95,1,57,721,0,1,4,1,1,31,30,1,0,5.875,191926.14,0,30,1,7,2008,2
8047,0,10,360,90,90,1,38,734,2,1,4,1,1,4,25,1,0,4.75,225889.19,1,30,0,9,2008,2
8048,2,31,360,80,80,2,59,688,0,1,4,1,1,39,0,0,0,6.75,205061.7,0,30,1,10,2008,2
8049,1,46,360,80,80,1,13,788,2,1,0,1,1,6,0,0,0,6.125,121190.61,0,30,1,8,2008,2
8050,1,3,360,62,74,2,47,737,0,2,4,1,1,47,0,0,0,6.125,396045.45,0,30,1,9,2008,2
8051,2,3,360,80,80,1,44,777,0,0,4,1,0,28,0,0,0,6.625,298389.79,0,30,1,8,2008,2
8052,1,46,360,75,75,1,6,775,0,1,0,1,2,1,0,0,0,5.75,91538.77,0,30,1,7,2008,2
8053,2,31,360,90,90,1,34,707,0,2,4,1,1,36,25,2,0,6.375,107153.06,0,30,1,7,2008,0
8054,0,31,360,94,94,1,40,721,2,1,4,1,1,35,30,1,0,6.875,197160.73,0,30,1,10,2008,2
8055,1,46,360,37,37,1,20,799,0,2,0,1,0,31,0,0,0,6.625,43869.5,0,30,1,8,2008,2
8056,1,19,360,67,67,2,27,675,0,0,4,1,1,50,0,0,0,6.5,226249.22,0,30,1,10,2008,2
8057,1,26,360,63,63,2,14,771,0,2,4,1,1,50,0,0,0,6.0,372563.05,0,30,1,8,2008,2
8058,0,8,360,80,95,2,63,744,0,1,4,1,1,10,0,0,0,5.75,348661.91,0,30,1,5,2008,0
8059,1,3,120,80,80,1,38,776,0,0,4,1,1,9,0,0,0,5.25,198057.6,0,15,1,11,2008,2
8060,2,31,360,80,90,2,47,774,0,1,3,1,1,16,0,0,0,6.5,218584.99,0,30,1,10,2008,2
8061,1,26,360,66,66,2,59,755,0,2,4,1,1,28,0,0,0,5.625,387214.18,0,30,1,8,2008,2
8062,2,31,360,70,70,1,52,717,0,0,4,4,0,7,0,0,0,7.125,201736.06,0,30,1,9,2008,2
8063,1,31,360,55,55,2,42,661,0,0,4,1,1,21,0,0,0,6.125,177142.74,0,30,1,6,2008,1
8064,0,22,360,80,80,2,37,789,2,1,3,1,1,42,0,0,0,6.125,400000.0,0,30,1,9,2008,2
8065,1,31,360,48,48,2,25,782,0,2,4,1,1,19,0,0,0,6.125,209745.26,0,30,1,10,2008,2
8066,0,2,360,79,79,3,42,767,2,1,3,1,1,4,0,0,0,6.25,700738.74,0,30,1,8,2008,2
8067,0,3,360,74,74,2,30,643,0,0,4,1,1,27,0,0,0,6.625,87604.83,0,30,0,8,2008,2
8068,2,3,360,80,80,1,50,749,0,1,4,1,1,24,0,0,0,6.25,130859.38,0,30,1,9,2008,2
8069,2,46,360,95,95,2,36,765,0,1,3,1,1,0,30,1,1,5.875,390172.2,0,30,1,7,2008,2
8070,2,31,360,25,25,2,10,800,0,1,0,1,1,24,0,0,0,6.375,7647.57,0,30,1,9,2008,1
8071,2,3,180,87,87,1,45,686,0,0,3,1,1,47,12,2,0,6.375,84233.26,0,15,0,8,2008,2
8072,2,3,240,65,65,1,50,666,0,0,2,1,1,5,0,0,0,6.125,142088.75,0,30,2,10,2008,2
8073,1,2,360,80,80,2,60,810,0,1,4,2,0,9,0,0,0,7.0,4023.2,0,30,1,9,2008,2
8074,1,46,360,85,85,1,37,737,0,2,0,1,2,21,12,1,0,6.0,174471.13,0,30,2,9,2008,2
8075,2,16,360,80,80,1,43,683,0,0,3,1,1,28,0,0,0,6.75,131425.32,0,30,1,9,2008,3
8076,2,31,360,54,54,3,63,636,0,0,4,1,1,4,0,0,0,6.375,257984.16,0,30,1,8,2008,1
8077,0,8,360,71,71,1,22,729,0,2,4,1,1,4,0,0,0,6.25,535268.1,0,30,1,9,2008,2
8078,0,26,180,75,75,1,36,714,0,0,4,1,1,10,0,0,0,5.875,11480.72,0,15,0,10,2008,2
8079,0,46,360,73,73,2,31,730,0,1,4,1,1,39,0,0,0,5.375,274081.15,0,30,1,8,2008,2
8080,0,41,350,73,73,1,50,739,0,1,4,1,1,45,0,0,0,6.375,155305.16,0,30,1,7,2008,2
8081,2,8,360,71,71,2,15,792,0,1,4,1,1,45,0,0,0,5.75,59425.23,0,30,1,7,2008,2
8082,1,31,360,80,80,1,26,733,0,0,4,1,1,51,0,0,0,6.625,83816.3,0,30,1,8,2008,2
8083,1,46,360,30,41,2,35,762,0,2,4,1,1,47,0,0,0,6.875,730000.0,0,30,1,10,2008,2
8084,2,26,240,80,80,1,49,715,0,0,4,1,1,53,0,0,0,6.125,66462.94,0,30,1,9,2008,2
8085,1,10,360,80,80,2,24,774,0,2,0,1,1,17,0,0,0,5.875,344296.92,0,30,1,8,2008,2
8086,2,46,360,42,42,1,34,788,0,2,4,1,1,4,0,0,0,5.875,660542.58,0,30,1,7,2008,2
8087,0,26,360,63,63,2,39,689,0,0,4,1,1,50,0,0,0,5.5,301348.1,0,30,1,8,2008,2
8088,0,46,360,75,75,1,24,804,0,2,3,1,1,49,0,0,0,5.5,403396.53,0,30,1,8,2008,2
8089,1,3,360,70,70,2,49,691,0,0,4,1,1,35,0,0,0,6.375,386117.29,0,30,1,10,2008,2
8090,2,46,360,80,90,2,37,680,0,1,4,1,1,39,0,0,0,5.5,242680.81,0,30,1,8,2008,2
8091,1,10,360,80,80,1,23,723,0,1,4,1,2,4,0,0,0,6.125,320323.38,0,30,1,8,2008,2
8092,0,41,180,79,90,2,23,785,0,0,4,1,1,28,0,0,0,6.125,134723.19,0,15,1,9,2008,2
8093,2,3,360,95,95,2,18,685,2,1,4,1,1,42,30,1,0,6.625,93772.75,0,30,1,7,2008,2
8094,2,19,180,77,77,2,41,696,0,2,4,1,1,53,0,0,0,5.125,252160.45,0,15,1,8,2008,3
8095,1,26,180,74,74,2,24,786,0,0,3,1,1,25,0,0,0,5.625,155613.28,0,15,1,7,2008,2
8096,2,31,360,71,71,2,46,784,0,2,4,1,1,50,0,0,0,6.375,112954.73,0,30,1,9,2008,2
8097,1,8,360,69,69,2,16,807,0,1,4,1,1,24,0,0,0,6.25,317000.0,0,30,1,10,2008,2
8098,2,3,360,90,90,2,27,745,0,1,0,1,1,23,25,1,0,6.125,120811.16,0,30,0,10,2008,2
8099,0,2,360,79,79,2,27,787,0,2,4,1,1,1,0,0,0,6.0,109687.77,0,30,1,8,2008,2
8100,1,3,360,74,85,2,40,726,0,0,4,1,1,4,0,0,0,4.625,430817.29,1,30,2,9,2008,2
8101,2,31,180,15,15,1,58,809,0,1,4,1,1,41,0,0,0,5.875,578.47,0,15,1,8,2008,2
8102,0,26,360,70,70,1,46,729,0,0,4,1,0,8,0,0,0,6.375,100070.69,0,30,1,8,2008,2
8103,0,2,360,67,67,1,46,652,2,1,4,1,1,4,0,0,0,6.75,360483.24,0,30,1,11,2008,2
8104,2,3,360,20,20,2,13,814,0,0,4,1,1,47,0,0,0,6.125,129406.67,0,30,1,8,2008,3
8105,2,26,360,70,70,2,10,731,0,0,4,2,0,5,0,0,0,6.875,171670.87,0,30,1,11,2008,2
8106,2,46,180,29,33,2,34,707,0,2,3,1,1,4,0,0,0,5.625,548082.4,0,15,1,8,2008,2
8107,1,3,360,85,85,1,48,695,0,1,4,1,0,47,12,1,0,7.25,70101.61,0,30,1,9,2008,2
8108,0,46,360,53,53,2,42,721,0,1,4,1,1,35,0,0,0,6.75,620000.0,0,30,1,10,2008,2
8109,0,31,360,90,90,1,44,749,2,1,4,1,1,4,17,1,0,5.875,397073.12,0,30,1,11,2008,2
8110,0,26,360,97,97,2,32,694,0,1,4,1,1,19,18,1,0,7.25,84485.86,0,30,1,9,2008,2
8111,2,46,360,95,95,1,49,732,0,1,4,1,1,14,30,1,0,6.25,106800.59,0,30,1,8,2008,2
8112,2,35,360,80,80,1,26,698,2,1,0,1,1,45,0,0,0,6.25,142693.41,0,30,1,8,2008,2
8113,0,22,360,44,44,1,57,783,0,0,4,1,1,35,0,0,0,5.75,223070.66,0,30,1,8,2008,2
8114,2,31,180,80,80,1,33,793,0,1,4,1,1,41,0,0,0,6.0,267024.75,0,15,1,9,2008,2
8115,1,2,360,80,80,1,30,806,2,1,0,1,1,24,0,0,0,6.125,227272.97,0,30,1,9,2008,2
8116,0,2,360,80,80,1,34,799,2,1,0,1,1,15,0,0,0,6.75,198512.69,0,30,1,10,2008,2
8117,1,10,360,69,69,1,52,694,0,1,4,1,1,4,0,0,0,5.99,403788.4,0,30,1,7,2008,2
8118,2,26,360,74,74,1,52,809,0,0,4,1,1,4,0,0,0,6.0,276940.24,0,30,2,8,2008,2
8119,2,19,180,75,80,2,43,694,0,0,4,1,1,9,0,0,0,5.375,347145.38,0,15,1,8,2008,2
8120,2,35,360,73,73,1,54,709,0,1,3,1,1,15,0,0,0,2.0,92638.61,1,30,2,10,2008,2
8121,2,10,360,65,65,1,31,727,0,0,4,1,0,19,0,0,0,7.125,81097.61,0,30,1,9,2008,1
8122,0,3,360,80,80,2,46,764,0,0,4,1,0,18,0,0,0,6.875,31408.12,0,30,0,8,2008,2
8123,0,16,360,80,94,2,46,625,2,1,4,1,1,16,0,0,0,7.625,101782.2,0,30,0,9,2008,2
8124,1,46,360,95,95,1,39,774,0,1,0,1,1,15,30,1,0,5.875,369188.5,0,30,1,7,2008,2
8125,2,3,360,75,75,2,28,770,0,0,4,1,0,26,0,0,0,7.0,45097.12,0,30,0,10,2008,2
8126,1,26,240,57,57,2,44,589,0,0,4,1,1,35,0,0,0,6.875,198152.6,0,30,1,9,2008,2
8127,2,3,360,78,78,2,35,756,0,2,0,1,1,35,0,0,0,6.375,411902.16,0,30,1,10,2008,2
8128,2,3,180,80,80,1,47,729,0,2,3,1,1,45,0,0,0,5.375,140666.53,0,15,1,8,2008,1
8129,2,31,360,80,80,2,61,753,0,1,4,1,1,9,0,0,0,5.75,314918.4,0,30,1,4,2008,1
8130,1,19,360,80,80,1,15,689,0,1,4,1,0,14,0,0,0,7.0,89171.73,0,30,1,8,2008,2
8131,2,31,360,80,80,2,30,778,0,1,4,1,1,19,0,0,0,5.875,190960.02,0,30,1,10,2008,2
8132,1,46,360,60,79,2,49,755,0,0,4,1,1,50,0,0,0,6.375,410147.52,0,30,1,8,2008,2
8133,2,35,360,90,90,1,37,710,2,1,0,1,1,15,17,1,0,6.25,93770.52,0,30,1,7,2008,2
8134,2,26,360,50,50,2,35,743,0,2,1,1,2,35,0,0,0,6.25,217754.0,0,30,1,11,2008,2
8135,2,31,360,80,80,1,49,705,0,1,4,1,2,12,0,0,0,4.0,177815.88,1,30,0,9,2008,2
8136,1,46,360,93,93,2,26,797,2,1,3,1,1,45,30,1,0,6.25,165758.2,0,30,1,7,2008,2
8137,1,19,360,80,80,1,40,751,0,2,4,1,0,50,0,0,0,7.25,181119.4,0,30,1,9,2008,2
8138,1,3,180,39,39,1,46,807,0,1,4,1,1,46,0,0,0,6.25,183000.0,0,15,1,10,2008,2
8139,1,10,360,80,80,1,31,788,0,0,4,1,0,5,0,0,0,6.75,87774.84,0,30,1,7,2008,2
8140,1,31,360,70,70,1,44,805,0,0,3,1,1,28,0,0,0,5.5,140808.99,0,30,1,6,2008,2
8141,0,3,360,95,95,2,30,795,2,1,4,1,1,4,25,2,0,7.125,326498.62,0,30,1,10,2008,2
8142,0,41,360,73,73,1,21,801,0,2,4,1,0,26,0,0,0,6.75,48924.37,0,30,1,9,2008,2
8143,1,22,360,25,25,1,41,637,0,0,4,1,1,35,0,0,0,5.875,100000.0,0,30,1,7,2008,2
8144,2,31,360,80,80,1,27,797,0,0,4,1,1,30,0,0,0,6.875,188007.91,0,30,1,10,2008,2
8145,2,46,180,77,77,2,20,638,0,2,4,1,1,45,0,0,0,5.5,125645.87,0,15,1,8,2008,2
8146,1,46,360,63,63,1,17,802,0,2,4,1,1,50,0,0,0,6.625,78590.17,0,30,1,8,2008,2
8147,1,19,180,80,80,1,16,715,0,0,4,1,1,45,0,0,0,5.75,84291.67,0,15,1,9,2008,2
8148,2,3,360,90,90,2,28,660,2,1,4,1,1,47,25,1,0,6.75,288749.64,0,30,1,9,2008,2
8149,1,46,360,90,90,2,55,750,0,1,4,1,1,4,25,1,0,6.0,402241.49,0,30,1,8,2008,2
8150,0,16,360,42,80,2,36,798,0,1,4,1,1,4,0,0,0,6.5,277539.16,0,30,1,11,2008,2
8151,0,22,360,80,80,1,36,715,0,0,4,1,0,47,0,0,0,7.125,182000.0,0,30,1,10,2008,2
8152,0,2,360,90,90,2,45,801,0,1,3,1,2,3,25,1,0,6.125,110776.23,0,30,1,8,2008,2
8153,0,41,360,97,97,2,32,703,2,1,4,1,1,1,35,1,0,6.625,53069.87,0,30,1,7,2008,2
8154,0,8,180,80,90,2,37,754,0,2,4,1,1,5,0,0,0,5.375,135564.77,0,15,1,6,2008,2
8155,0,3,360,75,75,2,51,809,0,0,4,1,0,3,0,0,0,6.75,124982.36,0,30,1,9,2008,2
8156,1,19,180,61,61,1,24,809,0,1,4,1,1,51,0,0,0,5.875,305000.0,0,15,1,10,2008,2
8157,0,26,360,78,78,2,29,808,0,2,4,1,1,4,0,0,0,6.5,240000.0,0,30,1,10,2008,2
8158,2,46,360,80,80,2,34,648,0,1,4,1,1,51,0,0,1,6.5,212027.8,0,30,1,10,2008,2
8159,1,3,360,49,49,2,17,588,0,0,4,1,1,9,0,0,0,7.25,76607.35,0,30,1,7,2008,2
8160,2,3,180,80,80,2,37,749,0,0,4,1,1,4,0,0,0,5.875,126407.69,0,15,1,10,2008,2
8161,2,31,360,27,27,1,39,775,0,0,4,1,0,4,0,0,0,6.75,162705.76,0,30,1,9,2008,2
8162,0,26,180,65,65,2,23,797,0,1,4,2,0,45,0,0,0,6.25,143487.66,0,15,1,8,2008,2
8163,2,31,240,42,42,2,36,798,0,1,4,1,1,20,0,0,0,6.5,117749.4,0,30,1,8,2008,2
8164,2,31,180,37,37,1,32,671,0,1,4,1,1,35,0,0,0,6.0,96842.62,0,15,1,9,2008,2
8165,2,31,360,80,80,2,51,700,0,0,4,1,0,9,0,0,0,7.0,90209.78,0,30,0,8,2008,1
8166,1,26,180,53,53,2,48,722,0,0,4,1,1,20,0,0,0,6.0,190786.45,0,15,1,10,2008,2
8167,0,10,180,19,19,1,40,795,0,2,3,1,1,4,0,0,0,5.875,134194.83,0,15,1,10,2008,2
8168,1,3,360,53,53,1,30,766,0,0,4,1,1,27,0,0,0,6.125,153795.45,0,30,1,8,2008,2
8169,2,26,360,77,77,1,28,697,0,0,4,1,1,35,0,0,0,6.75,133690.15,0,30,0,10,2008,2
8170,1,3,180,80,80,2,36,645,0,0,4,1,1,45,0,0,0,7.0,67942.65,0,15,2,10,2008,2
8171,2,31,360,80,80,1,54,653,0,0,4,1,1,9,0,0,0,2.0,99718.54,1,30,2,10,2008,2
8172,1,33,180,80,80,2,40,742,0,0,4,1,1,49,0,0,0,5.5,283066.39,0,15,1,9,2008,3
8173,1,31,360,80,80,1,36,752,0,1,0,1,1,15,0,0,0,6.75,160024.2,0,30,1,9,2008,2
8174,0,2,180,80,93,1,37,791,0,2,4,1,1,36,0,0,0,5.875,161394.92,0,15,1,10,2008,2
8175,2,31,360,75,75,1,63,750,2,1,4,2,1,36,0,0,0,6.0,222374.56,0,30,1,8,2008,2
8176,1,26,360,95,95,1,35,684,0,1,4,1,1,45,25,1,0,6.375,154899.29,0,30,1,9,2008,2
8177,0,16,360,92,92,3,49,709,0,1,4,1,1,34,25,1,0,6.75,252894.18,0,30,2,9,2008,2
8178,1,41,360,97,97,2,42,729,0,1,3,1,1,45,35,1,0,7.25,328000.0,0,30,1,10,2008,2
8179,2,3,180,78,78,2,27,719,0,0,4,1,1,39,0,0,0,5.875,107458.45,0,15,1,10,2008,2
8180,0,3,360,80,80,2,13,780,0,0,4,1,1,51,0,0,0,6.875,150860.2,0,30,1,10,2008,2
8181,1,10,360,63,75,2,32,753,0,1,4,1,1,4,0,0,0,6.125,417000.0,0,30,1,8,2008,2
8182,0,16,360,97,97,2,49,691,0,1,4,1,1,13,35,2,0,7.125,249863.06,0,30,1,9,2008,2
8183,1,19,360,95,95,2,24,760,2,1,4,1,1,24,25,1,0,6.5,196643.82,0,30,1,10,2008,2
8184,2,46,360,46,46,1,27,804,0,2,4,1,2,4,0,0,0,6.125,289299.18,0,30,1,8,2008,2
8185,0,22,360,80,80,2,54,778,2,1,4,1,1,35,0,0,0,4.75,261561.22,1,30,0,9,2008,2
8186,1,26,360,80,90,2,38,740,0,1,4,1,1,15,0,0,0,6.375,305000.0,0,30,1,10,2008,2
8187,0,26,360,90,90,1,47,586,0,1,0,1,1,9,17,1,0,6.875,322343.22,0,30,2,7,2008,2
8188,1,26,120,73,73,2,41,687,0,0,4,1,1,4,0,0,0,5.875,393486.56,0,15,1,8,2008,2
8189,2,3,360,80,80,2,23,817,0,2,4,1,1,45,0,0,0,6.75,115666.62,0,30,1,9,2008,2
8190,0,46,360,80,80,2,42,753,2,1,4,1,1,15,0,0,0,6.5,205675.02,0,30,1,10,2008,2
8191,2,19,180,70,70,2,17,728,0,0,4,1,1,23,0,0,0,6.375,86148.23,0,15,1,10,2008,2
8192,1,26,360,78,78,2,30,720,0,0,4,1,1,15,0,0,0,5.875,252047.33,0,30,1,8,2008,2
8193,0,3,360,75,75,2,47,811,0,1,4,1,1,50,0,0,0,6.0,280086.43,0,30,1,10,2008,0
8194,2,41,360,80,80,2,36,775,0,1,3,1,2,9,0,0,0,6.375,208992.57,0,30,1,8,2008,2
8195,0,31,360,80,80,1,27,800,0,1,0,1,2,28,0,0,0,6.125,95823.5,0,30,1,8,2008,2
8196,1,26,360,71,71,1,46,794,0,2,3,1,1,46,0,0,0,5.875,205973.67,0,30,1,7,2008,0
8197,2,26,360,77,77,1,22,726,0,0,4,2,1,35,0,0,0,6.0,36904.34,0,30,0,8,2008,2
8198,1,10,360,80,80,2,6,770,0,1,4,1,0,4,0,0,0,7.0,142204.36,0,30,1,9,2008,2
8199,1,46,180,41,70,2,15,794,0,2,3,1,1,50,0,0,0,5.875,360000.0,0,15,1,8,2008,2
8200,2,3,360,61,61,2,23,789,0,0,4,1,1,3,0,0,0,6.125,88777.08,0,30,1,7,2008,2
8201,2,8,360,80,80,2,38,750,0,0,4,1,2,4,0,0,0,6.5,84619.4,0,30,1,9,2008,2
8202,0,31,360,68,68,2,54,696,0,0,3,1,1,10,0,0,0,6.875,304182.59,0,30,1,8,2008,2
8203,1,26,360,80,95,1,23,810,0,1,4,1,1,45,0,0,0,6.0,130425.2,0,30,1,8,2008,2
8204,1,31,360,90,90,1,41,680,0,1,3,1,1,47,25,1,0,6.75,209439.69,0,30,1,10,2008,2
8205,1,3,360,80,80,2,51,805,0,1,4,1,0,4,0,0,0,6.75,216089.68,0,30,1,7,2008,2
8206,1,3,180,22,22,2,30,735,0,1,4,1,1,36,0,0,0,5.875,65702.0,0,15,1,8,2008,2
8207,2,3,360,85,85,1,39,682,0,0,4,1,1,13,12,1,0,6.625,114029.81,0,30,1,9,2008,2
8208,2,31,360,75,75,2,13,817,0,1,4,1,0,30,0,0,0,6.875,35207.4,0,30,1,9,2008,2
8209,0,2,360,90,90,2,52,686,2,1,3,1,1,14,17,1,0,6.75,379418.21,0,30,2,8,2008,2
8210,2,41,360,80,90,2,43,727,0,1,4,1,1,47,0,0,0,6.75,259000.0,0,30,1,9,2008,2
8211,2,3,360,74,74,2,38,670,0,2,4,1,1,50,0,0,0,6.125,190219.89,0,30,1,8,2008,2
